商品名称,商品价格,商品编码,tokens,keywords
车载便携电饭煲,76,106,车载 便携 电饭煲,车载:2.1388562901561645 便携:1.9162464992976131 电饭煲:2.771229618451459
车载冰箱两芯输出连接线纸卡,76,106,车载 冰箱 两芯 输出 连接线 纸卡,车载:1.0694281450780823 输出:1.2221432670571082 连接线:1.128873969067871
陈慧娴演唱会,42,106,陈慧娴 演唱会,陈慧娴:4.35957698173127 演唱会:4.156844427677188
晨光18色装水粉颜料,76,106,晨光 18 色装 水粉 颜料,色装:1.743830792692508 水粉:1.743830792692508 颜料:1.743830792692508
晨光4B橡皮米菲MF6306大,24,106,晨光 4B 橡皮 米菲 MF6306 大,晨光:1.1066187369637839 橡皮:1.3376677971504325 米菲:1.2025127611143778
晨光6102水芯,76,106,晨光 6102 水芯,晨光:2.2132374739275678 6102:2.906384654487513 水芯:2.906384654487513
晨光ADM94742文件盘文件栏文件架文件座,22,106,晨光 ADM94742 文件 盘 文件 栏 文件 架 文件 座,盘:0.632125869066417 栏:0.8026006782902595 架:0.5461057425441059
晨光ASG97112醒目固体胶,74,106,晨光 ASG97112 醒目 固体 胶,晨光:1.3279424843565408 醒目:1.743830792692508 胶:1.46657192046853
晨光HAPY0149集客商务笔记本记事日记本册文具套装玛瑙红,76,106,晨光 HAPY0149 集客 商务 笔记本 记事 日记本 册 文具 套装 玛瑙 红,集客:0.7265961636218783 记事:0.7265961636218783 红:0.509705356501513
晨光HAPY0171妙字帖可重复书写凹槽书法练字板练字帖套装三本共,76,106,晨光 HAPY0171 妙 字帖 重复 书写 凹槽 书法 练字 板练 字帖 套装 三本 共,重复:0.6227967116758957 练字:0.6227967116758957 板练:0.6227967116758957
晨光米菲自动铅笔,75,106,晨光 米菲 自动铅笔,晨光:2.2132374739275678 米菲:2.4050255222287555 自动铅笔:2.906384654487513
晨光全优一线名师同步练测一本全,42,106,晨光 全优 一线 名师 同步 练测 一本 全,晨光:0.829964052722838 名师:1.0898942454328175 练测:1.0898942454328175
晨光陶瓷球珠中性笔无色AGPA3708黑,36,106,晨光 陶瓷球 珠 中性笔 无色 AGPA3708 黑,陶瓷球:1.2455934233517914 珠:0.8008055220360237 黑:0.84950932017468
晨光物美中性笔,36,106,晨光 物美 中性笔,晨光:2.2132374739275678 物美:2.906384654487513 中性笔:2.369905350342813
晨光小金品毛笔,42,106,晨光 小金 品 毛笔,晨光:1.659928105445676 小金:2.179788490865635 毛笔:2.0065016957256487
晨光直液式套装海棉宝宝,76,106,晨光 直液 式 套装 海棉 宝宝,晨光:1.1066187369637839 直液:1.4531923272437566 海棉:1.4531923272437566
晨光中金品毛笔,42,106,晨光 中金 品 毛笔,晨光:1.659928105445676 品:1.6447719499915674 毛笔:2.0065016957256487
晨光中性替芯两支装香型,78,106,晨光 中性 芯 两支 装 香型,芯:1.0390412189457567 装:0.8948749793646559 香型:1.3376677971504325
成份分析记录表,76,106,成份 分析 记录表,成份:2.906384654487513 分析:2.5401805582648103 记录表:2.3381352904080384
成品首检检验记录表,76,106,成品 首检 检验 记录表,首检:2.179788490865635 检验:1.9051354186986078 记录表:1.7536014678060288
成人男款草帽,77,106,成人 男款 草帽,成人:2.193029266655423 男款:1.9429274018554585 草帽:2.675335594300865
成伟不干胶标签,76,106,成伟 不干胶 标签,成伟:2.906384654487513 不干胶:2.155954054952015 标签:1.9619802064687746
澄星迷你四轴飞行器自带wifi手机遥控实时航拍回传自动定高无人,76,106,澄星 迷你 四轴 飞行器 自带 wifi 手机 遥控 实时 航拍 回传 自动 定高 无人,迷你:0.44834335200666686 飞行器:0.6227967116758957 遥控:0.6227967116758957
充气边小孩子雨披小学生雨具,76,106,充气 小孩子 雨披 小学生 雨具,小孩子:1.6627377710708755 雨披:1.605201356580519 雨具:1.743830792692508
宠物香波全效通用,76,106,宠物 香波 全效 通用,宠物:1.9507158078970963 香波:2.078422213838594 通用:1.569201732023334
抽波斯猫卡通系列迷你抽纸,76,106,抽 波斯猫 卡通 系列 迷你 抽纸,波斯猫:1.3856148092257294 系列:0.592394664923171 迷你:1.0461344880155559
抽取式魔力底座套装,34,106,抽取 式 魔力 底座 套装,抽取:1.5605726463176772 式:1.0111184634665789 魔力:1.605201356580519
抽屉式收纳箱,76,106,抽屉式 收纳箱,抽屉式:4.0130033914512975 收纳箱:3.8102708373972156
出风口车载香薰车内除味用品精油挥发棒,28,106,出风口 车载 香薰 车内 除味 用品 精油 挥发 棒,车载:0.7129520967187216 香薰:0.8467268527549368 除味:0.8917785314336216
出口丰通HLAA调光马达牌贴,20,106,出口 丰通 HLAA 调光 马达 牌贴,调光:1.3376677971504325 马达:1.1066187369637839 牌贴:1.1690676452040192
初学职业球杆女士碳素杆,76,106,初学 职业 球杆 女士 碳素 杆,职业:1.3856148092257294 球杆:1.4531923272437566 碳素:1.3856148092257294
初源翡翠平安扣吊坠附证书,76,106,初源 翡翠 平安 扣 吊坠 附 证书,翡翠:1.1876698364791967 附:1.2455934233517914 证书:1.2455934233517914
厨房用清洁湿巾,76,106,厨房用 清洁 湿巾,厨房用:2.771229618451459 清洁:2.2347503143067584 湿巾:2.155954054952015
川奇壮骨高钙片,76,106,川奇 壮骨 高钙片,川奇:2.906384654487513 壮骨:2.906384654487513 高钙片:2.906384654487513
川崎KAWASAKI运动鞋男鞋跑步鞋子慢跑鞋舒适透气黑,76,106,川崎 KAWASAKI 运动鞋 男鞋 跑步 鞋子 慢跑鞋 舒适 透气 黑,鞋子:0.6927394494234487 透气:0.4993460536225889 黑:0.594656524122276
川崎KAWASAK运动鞋男鞋跑步鞋子慢跑鞋舒适透气荧光绿,76,106,川崎 KAWASAK 运动鞋 男鞋 跑步 鞋子 慢跑鞋 舒适 透气 荧光 绿,运动鞋:0.5980988909060245 鞋子:0.6297631358394987 透气:0.45395095783871714
穿板双头宝塔接头,76,106,穿板 双头 宝塔 接头,穿板:2.179788490865635 宝塔:2.0065016957256487 接头:1.3512419896975036
传美打印纸彩色分,77,106,传美 打印纸 彩色 分,打印纸:1.9051354186986078 彩色:1.3379645333690167 分:1.9507158078970963
传真机维修材料费,40,106,传真机 维修 材料费,传真机:2.906384654487513 维修:2.038821426006052 材料费:2.906384654487513
床上床头支架,76,106,床上 床头 支架,床上:2.906384654487513 床头:2.6009544105294617 支架:1.5416031337468132
创生套装外箱,35,106,创生 套装 外箱,创生:2.906384654487513 套装:1.4926090702972648 外箱:2.3381352904080384
创翔儿童玩具遥控车电动开门可充电漂移跑车模型玩具8802E,76,106,创翔 儿童玩具 遥控车 电动 开门 可充电 漂移 跑车 模型 玩具 8802E,遥控车:0.7296369802638722 电动:0.5833244427698632 跑车:0.7926503603147764
创意立体造型相框,76,106,创意 立体 造型 相框,立体:1.5919446765747658 造型:1.8037691416715667 相框:2.0065016957256487
创意生日礼物送女朋友男生企业情人节新年,74,106,创意 生日礼物 送 女朋友 男生 企业 情人节 新年,生日礼物:0.9525677093493039 送:0.6335619652711002 男生:1.0898942454328175
吹塑工序原始记录,34,106,吹塑 工序 原始记录,吹塑:2.906384654487513 工序:2.015001771345337 原始记录:2.4887969983223908
春罗斯咖啡杯,24,106,春 罗斯 咖啡杯,春:2.5401805582648103 罗斯:2.771229618451459 咖啡杯:2.6009544105294617
春夏户外钓鱼防风旅游帽子男女遮阳帽太阳帽大檐帽,76,106,春夏 户外 钓鱼 防风 旅游 帽子 男女 遮阳帽 太阳帽 大檐帽,钓鱼:0.7802863231588386 防风:0.7802863231588386 遮阳帽:0.7802863231588386
纯彩系列移动电源,76,106,纯彩 系列 电源,纯彩:2.906384654487513 系列:1.184789329846342 电源:2.2132374739275678
纯棉无添加日用卫生巾,34,106,纯棉 无添加 日用 卫生巾,纯棉:1.464238270633268 无添加:1.9507158078970963 日用:1.6933109536018067
纯棉夜用卫生巾组合装,75,106,纯棉 夜用 卫生巾 组合装,纯棉:1.464238270633268 夜用:1.8037691416715667 组合装:1.8332149005856624
纯色马卡龙抽屉式收纳柜,72,106,纯色 马卡龙 抽屉式 收纳 柜,纯色:1.1713906165066144 马卡龙:1.743830792692508 柜:1.3279424843565408
纯甄单拼模切板,76,106,纯 甄单 拼模 切板,纯:1.8332149005856624 甄单:2.179788490865635 拼模:2.179788490865635
唇用化妆品组合套装外箱产品贴,28,106,唇用 化妆品 组合 套装 外箱 产品 贴,组合:0.73566018099731 套装:0.6396896015559705 贴:0.8367075832190102
瓷砖粘合砂浆,76,106,瓷砖 粘合 砂浆,瓷砖:2.5401805582648103 粘合:2.906384654487513 砂浆:2.906384654487513
磁性透明硬胶套,76,106,磁性 透明 硬胶 套,磁性:1.866597748741793 透明:1.443678746074025 硬胶:2.179788490865635
磁性相框办公用品,34,106,磁性 相框 办公用品,磁性:2.4887969983223908 相框:2.675335594300865 办公用品:2.906384654487513
从严治行责任书,76,106,从严 治行 责任书,从严:2.906384654487513 治行:2.906384654487513 责任书:2.906384654487513
促销区计划表,76,106,促销 区 计划表,促销:2.675335594300865 区:2.4442865341142164 计划表:2.906384654487513
打印纸;鸿羽五联打印纸,76,106,打印纸 鸿羽 五联 打印纸,打印纸:3.8102708373972156 鸿羽:2.179788490865635 五联:2.179788490865635
大地之选衣物洗衣液,76,106,大地 之选 衣物 洗衣液,大地:2.179788490865635 衣物:1.77742901275711 洗衣液:1.3512419896975036
大幅面绘图仪墨盒,77,106,大幅面 绘图仪 墨盒,大幅面:2.906384654487513 绘图仪:2.906384654487513 墨盒:2.6009544105294617
大号三联送货单,76,106,大号 三联 送货 单,大号:1.6041422176171236 送货:2.0065016957256487 单:1.5803146726660424
大颗粒塑料拼插宝宝,74,106,大 颗粒 塑料 拼 插 宝宝,颗粒:0.7680466832148715 拼:1.3004772052647309 插:1.0965146333277116
大理石系列碗,76,106,大理石 系列 碗,大理石:2.906384654487513 系列:1.184789329846342 碗:2.0922689760311117
大容量储物箱,76,106,大容量 储物箱,大容量:3.0967126595771424 储物箱:3.8102708373972156
大王维E拉拉裤,76,106,大 王维 E 拉拉 裤,王维:1.743830792692508 拉拉:1.743830792692508 裤:1.0216472101636633
大西高速综合试验段提示卡,76,106,大西 高速 综合 试验段 提示卡,高速:1.5605726463176772 综合:1.3279424843565408 试验段:1.743830792692508
代标签纸色带,76,106,代 标签 纸 色带,标签:1.471485154851581 纸:0.9553285408779073 色带:1.9051354186986078
代步车体验券,76,106,代步车 体验 券,代步车:2.906384654487513 体验:2.6009544105294617 券:2.675335594300865
带灯伸缩检测镜中号,76,106,带灯 伸缩 检测 镜 中号,带灯:1.605201356580519 检测:1.264251738132834 镜:1.46657192046853
单B瓦英文牛皮箱十合一,76,106,单 B 瓦 英文 牛 皮箱 十 合一,瓦:1.0898942454328175 英文:1.039211106919297 皮箱:1.0898942454328175
单层单边覆盖扣,43,106,单层 单边 覆盖 扣,单边:2.179788490865635 覆盖:2.078422213838594 扣:1.6933109536018067
单口USB电源适配器,76,106,单口 USB 电源适配器,单口:2.4050255222287555 USB:2.2824505955203165 电源适配器:2.906384654487513
单体分析检验报告,76,106,单体 分析 检验 报告,单体:2.179788490865635 检验:1.9051354186986078 报告:1.9507158078970963
单位外汇交易申请书,76,106,单位 外汇交易 申请书,单位:2.771229618451459 外汇交易:2.906384654487513 申请书:2.906384654487513
单一麦芽威士忌,76,106,单一 麦芽 威士忌,单一:2.906384654487513 麦芽:2.906384654487513 威士忌:2.771229618451459
淡绿色铱金笔,76,106,淡绿色 铱金笔,淡绿色:4.35957698173127 铱金笔:4.35957698173127
弹性可弯尖轨转辙器组装试铺检查记录表,34,106,弹性 可弯 尖轨 转辙 器 组装 试铺 检查 记录表,转辙:0.9237432061504862 试铺:0.9237432061504862 记录表:0.7793784301360127
蛋蛋小子弹射对战,76,106,蛋蛋 小子 弹射 对战,蛋蛋:2.179788490865635 小子:2.179788490865635 弹射:2.179788490865635
导光部底部标签,76,106,导光部 底部 标签,导光部:2.906384654487513 底部:2.771229618451459 标签:1.9619802064687746
道岔检查记录簿,76,106,道岔 检查 记录簿,道岔:2.771229618451459 检查:2.1388562901561645 记录簿:2.675335594300865
道岔综合维修验收记录,76,106,道岔 综合 维修 验收 记录,道岔:1.6627377710708755 验收:1.743830792692508 记录:1.3043858772252643
得力5007办公资料册,77,106,得力 5007 办公 资料册,得力:1.6041422176171236 办公:1.5919446765747658 资料册:2.179788490865635
得力5526拉链袋,73,106,得力 5526 拉链袋,得力:2.1388562901561645 5526:2.906384654487513 拉链袋:2.771229618451459
得力6546圆珠笔,76,106,得力 6546 圆珠笔,得力:2.1388562901561645 6546:2.906384654487513 圆珠笔:2.906384654487513
得力6964油画棒,44,106,得力 6964 油画 棒,得力:1.6041422176171236 油画:2.078422213838594 棒:1.7118379466402374
得力7550小号橡皮,35,106,得力 7550 小号 橡皮,得力:1.6041422176171236 小号:1.676062735730069 橡皮:2.0065016957256487
得力7855白板,76,106,得力 7855 白板,得力:2.1388562901561645 7855:2.906384654487513 白板:1.0733128848492046
得力8003切纸机,76,106,得力 8003 切纸机,得力:2.1388562901561645 8003:2.906384654487513 切纸机:2.906384654487513
得力8494印花票夹筒装,77,106,得力 8494 印花 票夹 筒装,得力:1.283313774093699 票夹:1.6627377710708755 筒装:1.743830792692508
得力A32927全针管中性替芯,76,106,得力 A32927 全 针管 中性 芯,得力:1.0694281450780823 针管:1.4531923272437566 芯:1.0390412189457567
得力N打印纸,76,106,得力 N 打印纸,得力:2.1388562901561645 N:2.369905350342813 打印纸:2.5401805582648103
得力大山型票夹,76,106,得力 大山 型 票夹,得力:1.6041422176171236 大山:2.179788490865635 票夹:2.078422213838594
得力点钞机3901银色,76,106,得力 点钞机 3901 银色,得力:1.6041422176171236 点钞机:2.179788490865635 银色:1.77742901275711
得力归类标贴卡,76,106,得力 归类 标贴 卡,得力:1.6041422176171236 归类:2.179788490865635 标贴:2.0065016957256487
得力混色中性笔水性笔签字笔套装,75,106,得力 混色 中性笔 水性 笔 签字笔 套装,混色:1.0156737215754914 笔:1.0666272849953102 签字笔:1.1876698364791967
得力印花剪刀,76,106,得力 印花 剪刀,得力:2.1388562901561645 印花:1.7118783416688101 剪刀:2.4442865341142164
得力中性笔6608黑色签字笔,76,106,得力 中性笔 6608 黑色 签字笔,得力:1.283313774093699 黑色:1.177188123881265 签字笔:1.6627377710708755
德尔施精虑中性笔,31,106,德尔 施精虑 中性笔,德尔:2.906384654487513 施精虑:2.906384654487513 中性笔:2.369905350342813
德国OKONORM欧蜡欧蜡,41,106,德国 OKONORM 欧蜡 欧蜡,德国:1.6169655412140114 OKONORM:2.179788490865635 欧蜡:4.35957698173127
德特威勒合格证,76,106,德特威勒 合格证,德特威勒:4.35957698173127 合格证:4.35957698173127
德馨超变小战神,77,106,德馨 超 变小 战神,德馨:2.179788490865635 超:1.7118379466402374 战神:2.179788490865635
迪多功能台灯笔盒,78,106,迪 多功能 台灯 笔盒,迪:2.179788490865635 多功能:1.3750695346485848 笔盒:2.179788490865635
迪士尼BM0小学生拉杆书包,76,106,迪士尼 BM0 小学生 拉杆 书包,迪士尼:1.0669527400233532 小学生:1.4219432102056881 拉杆:1.46657192046853
迪士尼DM文具礼盒套装,76,106,迪士尼 DM 文具 礼盒 套装,迪士尼:1.0669527400233532 文具:1.4219432102056881 礼盒:0.8984640436388722
迪士尼除菌湿纸巾,76,106,迪士尼 除菌 湿纸巾,迪士尼:1.7782545667055887 除菌:2.6009544105294617 湿纸巾:2.906384654487513
迪士尼儿童雨衣位男童女童米奇小孩子雨披小学生雨衣,76,106,迪士尼 儿童 雨衣 位 男童 女童 米奇 小孩子 雨披 小学生 雨衣,迪士尼:0.4849785181924333 雨衣:1.511579791882614 雨披:0.7296369802638722
迪士尼盒DMB米奇儿童学生学习用品文具礼,74,106,迪士尼 盒 DMB 米奇 儿童 学生 学习用品 文具 礼,迪士尼:0.5927515222351962 米奇:0.7608168651734388 礼:0.8467268527549368
迪士尼盒DM米奇儿童学生学习用品,76,106,迪士尼 盒 DM 米奇 儿童 学生 学习用品,迪士尼:0.7621091000166809 盒:0.519235545828547 米奇:0.9781931123658498
迪士尼盒DM米奇儿童学生学习用品文具礼盒豪华组合套装,74,106,迪士尼 盒 DM 米奇 儿童 学生 学习用品 文具 礼盒 豪华 组合 套装,迪士尼:0.44456364167639717 豪华:0.6221992495805977 组合:0.42913510558176415
迪士尼通幼儿科普系列玩具宝宝早教益智玩具,76,106,迪士尼 通 幼儿 科普 系列 玩具 宝宝 早教 益智 玩具,迪士尼:0.5334763700116766 通:0.733285960234265 系列:0.3554367989539027
迪士尼文具礼盒DM米奇儿童学生学习用品文具礼,74,106,迪士尼 文具 礼盒 DM 米奇 儿童 学生 学习用品 文具 礼,迪士尼:0.5334763700116766 礼盒:0.4492320218194361 米奇:0.684735178656095
迪士尼文具礼盒DM奇儿童学生绘画工具蜡笔水,76,106,迪士尼 文具 礼盒 DM 奇 儿童 学生 绘画 工具 蜡笔 水,迪士尼:0.4849785181924333 绘画:0.7926503603147764 蜡笔:0.755789895941307
迪士尼小学生拉杆书包,76,106,迪士尼 小学生 拉杆 书包,迪士尼:1.3336909250291915 小学生:1.77742901275711 拉杆:1.8332149005856624
迪斯尼软包装抽取式纸巾200抽,76,106,迪斯尼 软包装 抽取 式 纸巾 200 抽,迪斯尼:1.2455934233517914 软包装:1.2455934233517914 纸巾:1.1465723975575135
地克珠利溶液二维码不干胶,41,106,地克珠利 溶液 二维码 不干胶,地克珠利:2.179788490865635 溶液:1.7318486235586215 二维码:2.179788490865635
地热供暖工程酸压工程,76,106,地热 供暖 工程 酸压 工程,地热:1.743830792692508 工程:2.986556397986869 酸压:1.743830792692508
地毯PE标识牌,76,106,地毯 PE 标识牌,地毯:2.906384654487513 PE:2.369905350342813 标识牌:2.906384654487513
第6部分:输电电缆运检,76,106,6 输电 电缆 运检,输电:2.179788490865635 电缆:1.5919446765747658 运检:2.179788490865635
第6金极光多功能随车安全锤,76,106,6 金 极光 多功能 随车 锤,金:0.91341258521636 随车:1.4531923272437566 锤:1.3856148092257294
第三段标书正本,76,106,第三段 标书 正本,第三段:2.906384654487513 标书:2.906384654487513 正本:2.906384654487513
蒂佳婷水动力活力水润面膜,76,106,蒂佳婷水 动力 活力 水润 面膜,蒂佳婷水:1.743830792692508 活力:1.5241083349588864 面膜:1.1831587165112012
碘海醇注射液,76,106,碘海醇 注射液,碘海醇:4.35957698173127 注射液:3.5072029356120575
电动扶梯巡视记录,34,106,电动 扶梯 巡视 记录,电动:1.6041422176171236 扶梯:2.179788490865635 记录:1.6304823465315803
电口SFP全空白标签,76,106,电口 SFP 全 空白 标签,电口:1.743830792692508 空白:1.5241083349588864 标签:1.177188123881265
电脑托盘铭牌,76,106,电脑 托盘 铭牌,电脑:2.1388562901561645 托盘:2.257747938135742 铭牌:2.4442865341142164
电石炉电极测量记录,76,106,电石 炉 电极 测量 记录,电石:1.743830792692508 电极:1.5605726463176772 记录:1.3043858772252643
电视柜KF纸箱,46,106,电视柜 KF 纸箱,电视柜:2.906384654487513 KF:2.771229618451459 纸箱:2.2347503143067584
雕牌超效洗衣粉,41,106,雕牌 超效 洗衣粉,雕牌:2.6009544105294617 超效:2.771229618451459 洗衣粉:2.2824505955203165
吊钟G17FWDZ,35,106,吊钟 G17FWDZ,吊钟:4.35957698173127 G17FWDZ:4.35957698173127
钓鱼饵饵料鲤鳊青鱼综合小药添加剂黑坑野钓饵窝料鱼食,71,106,钓鱼 饵 饵料 鲤 鳊 青鱼 综合 小药 添加剂 黑坑野 钓饵 窝料 鱼食,鲤:0.67070415103558 鳊:0.67070415103558 黑坑野:0.6395145273349521
钓鱼饵饵料鲢鳙罗非鲳鱼综合小药添加剂黑坑野钓饵窝料,72,106,钓鱼 饵 饵料 鲢 鳙 罗非 鲳鱼 综合 小药 添加剂 黑坑野 钓饵 窝料,鳙:0.67070415103558 鲳鱼:0.67070415103558 黑坑野:0.6395145273349521
丁点儿麻辣鸡鲜调味汁箱,76,106,丁点儿 麻辣 鸡鲜 调味汁 箱,麻辣:1.1349263051478236 鸡鲜:1.743830792692508 调味汁:1.6627377710708755
定向转账收款人申请,76,106,定向 转账 收款人 申请,转账:2.179788490865635 收款人:2.179788490865635 申请:2.179788490865635
定型车间日报表,76,106,定型 车间 日报表,定型:2.675335594300865 车间:2.4442865341142164 日报表:2.675335594300865
东方风云榜颁奖盛,42,106,东方 风云榜 颁奖 盛,风云榜:2.179788490865635 颁奖:2.179788490865635 盛:2.078422213838594
东湖小区公告栏,76,106,东湖 小区 公告栏,东湖:2.906384654487513 小区:2.906384654487513 公告栏:2.906384654487513
东泰景湖社区支行,76,106,东泰景湖 社区 支行,东泰景湖:2.906384654487513 社区:2.906384654487513 支行:2.906384654487513
东翼灰底白板787特规,76,106,东翼 灰底 白板 787 特规,灰底:0.6464568980739827 白板:0.6439877309095228 特规:0.5677241954123681
冬季柔软保暖加厚毛坐垫,74,106,冬季 柔软 保暖 加厚 毛 坐垫,柔软:1.0869882310210535 毛:1.1849526751714066 坐垫:1.3376677971504325
冬青100不干胶贴,76,106,冬青 100 不干胶 贴,冬青:2.179788490865635 不干胶:1.6169655412140114 贴:1.464238270633268
镀锌螺栓单丝全扣,77,106,镀锌 螺栓 单丝 全扣,镀锌:1.676062735730069 螺栓:1.457195551391594 单丝:2.179788490865635
短牙黑楸甲书镇,76,106,短牙 黑楸 甲书镇,短牙:2.906384654487513 黑楸:2.906384654487513 甲书镇:2.906384654487513
断裂伸长率测试原始记录表,77,106,断裂 伸长率 测试 原始记录 表,断裂:1.743830792692508 测试:1.4219432102056881 表:1.3279424843565408
断路器隔离开关机构定期检查记录,76,106,断路器 隔离 开关 机构 定期检查 记录,隔离:1.2443984991611954 机构:1.3376677971504325 记录:1.0869882310210535
对氨基水杨酸钠肠溶片说明书,76,106,氨基 水杨酸钠 肠溶片 说明书,水杨酸钠:2.179788490865635 肠溶片:1.866597748741793 说明书:1.7536014678060288
对绞线盘面标贴,76,106,对绞线 盘面 标贴,对绞线:2.906384654487513 盘面:2.906384654487513 标贴:2.675335594300865
对口一插二垫,71,106,对口 插二垫,对口:4.35957698173127 插二垫:4.35957698173127
对外直接投资对省产业结构调整的研究,76,106,对外 投资 对省 产业 结构调整 研究,投资:1.4531923272437566 结构调整:1.4531923272437566 研究:1.3856148092257294
多芬浴露丰盈宠肤椰乳,77,106,多芬 浴露 丰盈 宠肤 椰乳,浴露:1.605201356580519 宠肤:1.743830792692508 椰乳:1.743830792692508
多功能本册套,136,106,多功能 本册 套,多功能:1.8334260461981131 本册:2.906384654487513 套:1.9162464992976131
多美卡仿真车,76,106,多美 卡 仿真 车,多美:2.179788490865635 卡:1.6933109536018067 车:1.569201732023334
多瑙河A4复印纸,76,106,多瑙河 A4 复印纸,多瑙河:2.906384654487513 A4:1.9927713131791132 复印纸:2.4050255222287555
多样屋透明厚底立镜,76,106,多样 屋 透明 厚底 立镜,屋:1.6627377710708755 透明:1.15494299685922 立镜:1.743830792692508
多用途晶钻玻璃奶瓶,34,106,多用途 晶钻 玻璃 奶瓶,晶钻:2.179788490865635 玻璃:1.3094784685317122 奶瓶:1.464238270633268
多姿A4彩色复印纸,76,106,多姿 A4 彩色 复印纸,多姿:2.179788490865635 彩色:1.3379645333690167 复印纸:1.8037691416715667
哆啦A梦青苹果沐浴露,40,106,哆 A 梦 青苹果 沐浴露,梦:1.5241083349588864 青苹果:1.4932781989934345 沐浴露:1.2553613856186674
哆啦A梦商品吸管杯,76,106,哆 A 梦 商品 吸管 杯,梦:1.2700902791324051 商品:1.2221432670571082 杯:0.9418501713881537
俄罗斯LSL不干胶,76,106,俄罗斯 LSL 不干胶,俄罗斯:2.771229618451459 LSL:2.906384654487513 不干胶:2.155954054952015
恩诺欣说明书,76,106,恩诺欣 说明书,恩诺欣:4.35957698173127 说明书:3.5072029356120575
恩若口服液说明书,76,106,恩若 口服液 说明书,恩若:2.906384654487513 口服液:2.193029266655423 说明书:2.3381352904080384
儿乐平价透明婴儿纸尿裤,76,106,儿乐 平价 透明 婴儿 纸尿裤,平价:1.743830792692508 透明:1.15494299685922 纸尿裤:1.3546487628814454
儿乐舒适标准婴儿纸尿片,76,106,儿乐 舒适 标准 婴儿 纸尿片,舒适:1.008570658311093 标准:1.230840921200201 纸尿片:1.6627377710708755
儿童大礼包宣传单,76,106,儿童 大礼包 宣传单,儿童:1.344134596827342 大礼包:2.6009544105294617 宣传单:2.906384654487513
儿童工具白盒,76,106,儿童 工具 白盒,儿童:1.344134596827342 工具:1.9719311941853352 白盒:2.771229618451459
儿童过家家益智玩具,76,106,儿童 过家家 益智 玩具,过家家:2.179788490865635 益智:1.8332149005856624 玩具:1.6304823465315803
儿童手绘填色海报巴黎,76,106,儿童 手绘 填色 海报 巴黎,手绘:1.5241083349588864 海报:1.4219432102056881 巴黎:1.743830792692508
儿童手绘填色海报德国,76,106,儿童 手绘 填色 海报 德国,手绘:1.5241083349588864 海报:1.4219432102056881 德国:1.2935724329712093
儿童手绘填色海报纽约,76,106,儿童 手绘 填色 海报 纽约,手绘:1.5241083349588864 海报:1.4219432102056881 纽约:1.743830792692508
儿童手绘填色海报派对,76,106,儿童 手绘 填色 海报 派对,手绘:1.5241083349588864 海报:1.4219432102056881 派对:1.743830792692508
儿童太阳眼镜,73,106,儿童 太阳眼镜,儿童:2.016201895241013 太阳眼镜:4.35957698173127
儿童游泳眼镜,78,106,儿童 游泳 眼镜,儿童:1.344134596827342 游泳:2.675335594300865 眼镜:2.369905350342813
二次回路图册,76,106,二次 回路 图册,二次:2.906384654487513 回路:2.906384654487513 图册:2.906384654487513
二季度宣传栏,76,106,二季度 宣传栏,二季度:4.35957698173127 宣传栏:4.35957698173127
发电车间锅炉点检表,76,106,发电 车间 锅炉 点检 表,车间:1.46657192046853 锅炉:1.743830792692508 表:1.3279424843565408
发椰岛天盖纸箱,40,106,发 椰岛 天盖 纸箱,椰岛:2.179788490865635 天盖:2.179788490865635 纸箱:1.676062735730069
法国羽绒被防螨抗菌冬被侧卡,76,106,法国 羽绒被 防 螨 抗菌 冬 侧卡,羽绒被:1.2455934233517914 防:0.8635721877194302 螨:1.1876698364791967
法律法规资料,76,106,法律法规 资料,法律法规:4.35957698173127 资料:4.35957698173127
繁花似锦窝边盘,74,106,繁花似锦 窝边 盘,繁花似锦:2.5401805582648103 窝边:2.906384654487513 盘:2.1070862302213897
方边四眼树脂扣喷油,76,106,方边 四眼 树脂 扣 喷油,方边:1.743830792692508 树脂:1.3546487628814454 扣:1.3546487628814454
方形促销台围挡侧,76,106,方形 促销 台 围挡 侧,方形:1.4219432102056881 台:1.4219432102056881 围挡:1.743830792692508
方形直立告示牌,76,106,方形 直立 告示牌,方形:2.369905350342813 直立:2.906384654487513 告示牌:2.906384654487513
防洪案例汇编,76,106,防洪 案例 汇编,防洪:2.906384654487513 案例:2.906384654487513 汇编:2.906384654487513
防滑儿童牙刷,78,106,防滑 儿童 牙刷,防滑:2.0922689760311117 儿童:1.344134596827342 牙刷:2.1388562901561645
防静电柔顺天使美发梳,76,106,防静电 柔顺 天使 美发 梳,防静电:1.3408501885840554 美发:1.743830792692508 梳:1.5241083349588864
防灭火设施管理牌,76,106,防 灭火 设施 管理 牌,防:1.2090010628072025 设施:1.743830792692508 管理:1.605201356580519
防诈骗提醒三折页,76,106,防 诈骗 提醒 三 折页,防:1.2090010628072025 诈骗:1.743830792692508 提醒:1.743830792692508
防紫外线太阳伞蓝天白云晴,77,106,防 紫外线 太阳伞 蓝天白云 晴,防:1.2090010628072025 紫外线:1.5605726463176772 蓝天白云:1.743830792692508
房屋交易网签桌牌,76,106,房屋交易 网签 桌牌,房屋交易:2.906384654487513 网签:2.906384654487513 桌牌:2.906384654487513
